13.53,0.17243,0.16249,0.092863,0.072041
14.175,0.15106,0.14206,0.080706,0.062656
14.85,0.13225,0.12412,0.070013,0.054376
15.557,0.11579,0.10844,0.060736,0.04719
16.298,0.10137,0.094735,0.052689,0.040953
17.074,0.088748,0.082766,0.045707,0.03554
17.886,0.077693,0.072303,0.039641,0.030834
18.738,0.067986,0.063128,0.034321,0.0267
19.63,0.059491,0.055117,0.029715,0.02312
20.565,0.052057,0.048122,0.025727,0.02002
21.544,0.045552,0.042015,0.022274,0.017335
22.57,0.039858,0.03668,0.019278,0.015005
23.645,0.034866,0.032009,0.016658,0.012966
24.771,0.0305,0.027933,0.014395,0.011205
25.95,0.02668,0.024375,0.012438,0.0096823
27.186,0.023339,0.021271,0.010748,0.0083667
28.48,0.020415,0.018561,0.0092835,0.0072268
29.836,0.017854,0.01619,0.0080063,0.0062326
31.257,0.015615,0.014122,0.0069049,0.0053753
32.745,0.013656,0.012319,0.005955,0.0046358
34.305,0.011943,0.010745,0.0051358,0.0039982
35.938,0.010445,0.0093721,0.0044268,0.0034464
37.649,0.0091326,0.008172,0.0038103,0.0029666
39.442,0.0079854,0.0071255,0.0032796,0.0025537
41.32,0.0069822,0.006213,0.0028229,0.0021982
43.288,0.0061051,0.0054174,0.0024297,0.0018923
45.349,0.0053376,0.0047229,0.00209,0.0016279
47.508,0.0046655,0.004116,0.0017952,0.0013986
49.77,0.0040781,0.0035872,0.001542,0.0012016
52.14,0.0035647,0.0031262,0.0013245,0.0010324
54.623,0.0031159,0.0027245,0.0011377,0.00088699
57.224,0.0027232,0.0023739,0.0009765,0.00076151
59.948,0.0023794,0.0020674,0.000837,0.00065298
62.803,0.002079,0.0018006,0.00071743,0.00055991
65.793,0.0018165,0.0015682,0.00061494,0.00048012
68.926,0.0015872,0.0013657,0.0005271,0.00041169
72.208,0.0013867,0.0011891,0.00045138,0.00035271
75.646,0.0012113,0.0010349,0.00038607,0.00030182
79.248,0.0010582,0.00090076,0.0003302,0.00025828
83.022,0.00092437,0.00078398,0.00028242,0.00022102
86.975,0.00080749,0.00068233,0.00024156,0.00018913
91.116,0.0007053,0.00059366,0.00020639,0.00016168
95.455,0.00061595,0.00051632,0.00017616,0.00013806
100.0,0.00053792,0.00044905,0.00015035,0.00011789
1.0,219.82,212.83,134.23,95.925
1.0476,194.33,188.44,119.1,85.133
1.0975,171.81,166.84,105.69,75.556
1.1498,151.84,147.59,93.679,67.002
1.2045,134.15,130.48,82.956,59.373
1.2619,118.52,115.35,73.461,52.613
1.3219,104.71,101.97,65.053,46.622
1.3849,92.515,90.145,57.607,41.313
1.4508,81.661,79.641,50.959,36.579
1.5199,72.03,70.329,45.043,32.369
1.5923,63.535,62.106,39.814,28.643
1.6681,56.042,54.844,35.192,25.346
1.7475,49.432,48.431,31.106,22.428
1.8307,43.646,42.768,27.464,19.829
1.9179,38.562,37.766,24.231,17.522
2.0092,34.069,33.35,21.379,15.484
2.1049,30.1,29.45,18.862,13.682
2.2051,26.594,26.006,16.642,12.09
2.3101,23.466,22.94,14.666,10.673
2.4201,20.693,20.225,12.917,9.4173
2.5354,18.248,17.831,11.377,8.3094
2.6561,16.092,15.72,10.02,7.3318
2.7826,14.191,13.859,8.8249,6.4692
2.9151,12.483,12.199,7.7626,5.7015
3.0539,10.971,10.732,6.825,5.0227
3.1993,9.6412,9.4404,6.0006,4.4247
3.3516,8.4729,8.3045,5.2758,3.8978
3.5112,7.4461,7.3053,4.6385,3.4337
3.6784,6.552,6.425,4.0723,3.0206
3.8535,5.7673,5.6504,3.5737,2.6562
4.037,5.0766,4.9692,3.1362,2.3357
4.2292,4.4686,4.3701,2.7522,2.0539
4.4306,3.9333,3.8432,2.4152,1.806
4.6416,3.459,3.3761,2.1161,1.5855
4.8626,3.0412,2.9651,1.8533,1.3915
5.0941,2.6738,2.6041,1.6232,1.2211
5.3367,2.3509,2.287,1.4217,1.0716
5.5908,2.0669,2.0085,1.2451,0.94045
5.857,1.8156,1.762,1.0887,0.82384
6.1359,1.5946,1.5455,0.95162,0.72149
6.4281,1.4005,1.3556,0.83183,0.63185
6.7342,1.23,1.189,0.72711,0.55334
7.0548,1.0803,1.0428,0.63557,0.48458
7.3907,0.948,0.91361,0.55453,0.42348
7.7426,0.83182,0.80032,0.48374,0.37002
8.1113,0.72988,0.70108,0.42199,0.3233
8.4975,0.64043,0.61413,0.36811,0.28248
8.9022,0.56193,0.53797,0.32112,0.2468
9.326,0.49263,0.47071,0.27954,0.21512
9.7701,0.43186,0.41185,0.24334,0.18748
10.235,0.37859,0.36035,0.21182,0.1634
10.723,0.33189,0.31528,0.18438,0.1424
11.233,0.29093,0.27585,0.16049,0.1241
11.768,0.25483,0.24111,0.13941,0.10788
12.328,0.22321,0.21074,0.1211,0.093783
12.915,0.19551,0.1842,0.10519,0.081525
13.53,0.17124,0.161,0.091369,0.070869
14.175,0.14998,0.14072,0.079353,0.061594
14.85,0.13127,0.12289,0.068785,0.053413
15.557,0.1149,0.10732,0.059624,0.046317
16.298,0.10057,0.09373,0.051684,0.040164
17.074,0.08802,0.081856,0.0448,0.034828
17.886,0.077034,0.071481,0.038824,0.030192
18.738,0.067391,0.062385,0.033583,0.026121
19.63,0.058954,0.054447,0.029051,0.022598
20.565,0.051573,0.047519,0.02513,0.019551
21.544,0.045116,0.041472,0.021738,0.016914
22.57,0.039465,0.036191,0.018797,0.014628
23.645,0.034514,0.03157,0.016227,0.012628
24.771,0.030183,0.027539,0.014008,0.010901
25.95,0.026396,0.024022,0.012092,0.0094109
27.186,0.023084,0.020954,0.010439,0.0081242
28.48,0.020186,0.018277,0.0090073,0.0070102
29.836,0.01765,0.015937,0.00776,0.0060395
31.257,0.015432,0.013896,0.0066853,0.0052031
